design_idx,objective,original workload,padded workload,fre,throughput (GFLOP/s),cycles,latency(ms),DSP eff,off-chip bytes,bandwidth (GB/s),CTC,DSPs,BRAMs,PEs,SA_dims,sa_sizes
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.49,798829,0.00266,98.26%,49327104,18.52,43.54,6840,3621,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 32];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.49,798829,0.00266,98.26%,49327104,18.52,43.54,6840,3621,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 32];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.49,798829,0.00266,98.26%,49327104,18.52,43.54,6840,3621,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 32];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,806.42,798897,0.00266,97.68%,49449984,18.57,43.43,6880,3642,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 32];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,806.42,798897,0.00266,97.68%,49449984,18.57,43.43,6880,3642,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 32];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,806.42,798897,0.00266,97.68%,49449984,18.57,43.43,6880,3642,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 32];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,806.35,798965,0.00266,97.10%,49572864,18.61,43.32,6920,3663,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 32];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,806.35,798965,0.00266,97.10%,49572864,18.61,43.32,6920,3663,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 32];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,806.35,798965,0.00266,97.10%,49572864,18.61,43.32,6920,3663,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 32];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,806.28,799033,0.00266,96.54%,49695744,18.66,43.21,6960,3684,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 32];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,806.28,799033,0.00266,96.54%,49695744,18.66,43.21,6960,3684,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 32];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,806.28,799033,0.00266,96.54%,49695744,18.66,43.21,6960,3684,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 32];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,806.21,799101,0.00266,95.98%,49818624,18.70,43.11,7000,3705,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 32];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,806.21,799101,0.00266,95.98%,49818624,18.70,43.11,7000,3705,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 32];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,806.21,799101,0.00266,95.98%,49818624,18.70,43.11,7000,3705,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 32];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.18,799129,0.00266,98.22%,49325568,18.52,43.54,6840,3651,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 64];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.18,799129,0.00266,98.22%,49325568,18.52,43.54,6840,3651,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 64];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.18,799129,0.00266,98.22%,49325568,18.52,43.54,6840,3651,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 64];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,806.14,799169,0.00266,95.42%,49941504,18.75,43.00,7040,3726,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 32];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,806.14,799169,0.00266,95.42%,49941504,18.75,43.00,7040,3726,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 32];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,806.14,799169,0.00266,95.42%,49941504,18.75,43.00,7040,3726,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 32];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,806.11,799201,0.00266,97.64%,49448448,18.56,43.43,6880,3672,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 64];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,806.11,799201,0.00266,97.64%,49448448,18.56,43.43,6880,3672,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 64];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,806.11,799201,0.00266,97.64%,49448448,18.56,43.43,6880,3672,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 64];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1062, 'j': 1024, 'k': 1024}","{'i': 1062}",300,806.08,799237,0.00266,94.88%,50064384,18.79,42.89,7080,3747,177,"(177, 8)","{kernel[]->space_time[0];kernel[]->array_part[177, 256, 32];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1062, 'j': 1024, 'k': 1024}","{'i': 1062}",300,806.08,799237,0.00266,94.88%,50064384,18.79,42.89,7080,3747,177,"(177, 8)","{kernel[]->space_time[0];kernel[]->array_part[177, 256, 32];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1062, 'j': 1024, 'k': 1024}","{'i': 1062}",300,806.08,799237,0.00266,94.88%,50064384,18.79,42.89,7080,3747,177,"(177, 8)","{kernel[]->space_time[0];kernel[]->array_part[177, 256, 32];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.06,799255,0.00266,98.20%,49330176,18.52,43.53,6840,3621,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 16];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.06,799255,0.00266,98.20%,49330176,18.52,43.53,6840,3621,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 16];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,806.06,799255,0.00266,98.20%,49330176,18.52,43.53,6840,3621,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 16];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,806.04,799273,0.00266,97.07%,49571328,18.61,43.32,6920,3693,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 64];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,806.04,799273,0.00266,97.07%,49571328,18.61,43.32,6920,3693,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 64];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,806.04,799273,0.00266,97.07%,49571328,18.61,43.32,6920,3693,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 64];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,805.99,799321,0.00266,97.62%,49453056,18.56,43.42,6880,3642,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 16];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,805.99,799321,0.00266,97.62%,49453056,18.56,43.42,6880,3642,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 16];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,805.99,799321,0.00266,97.62%,49453056,18.56,43.42,6880,3642,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 16];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,805.97,799345,0.00266,96.50%,49694208,18.65,43.21,6960,3714,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 64];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,805.97,799345,0.00266,96.50%,49694208,18.65,43.21,6960,3714,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 64];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,805.97,799345,0.00266,96.50%,49694208,18.65,43.21,6960,3714,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 64];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,805.92,799387,0.00266,97.05%,49575936,18.61,43.32,6920,3663,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 16];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,805.92,799387,0.00266,97.05%,49575936,18.61,43.32,6920,3663,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 16];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1038, 'j': 1024, 'k': 1024}","{'i': 1038}",300,805.92,799387,0.00266,97.05%,49575936,18.61,43.32,6920,3663,173,"(173, 8)","{kernel[]->space_time[0];kernel[]->array_part[173, 256, 16];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,805.89,799417,0.00266,95.94%,49817088,18.70,43.11,7000,3735,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 64];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,805.89,799417,0.00266,95.94%,49817088,18.70,43.11,7000,3735,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 64];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,805.89,799417,0.00266,95.94%,49817088,18.70,43.11,7000,3735,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 64];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,805.86,799453,0.00266,96.49%,49698816,18.65,43.21,6960,3684,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 16];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,805.86,799453,0.00266,96.49%,49698816,18.65,43.21,6960,3684,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 16];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1044, 'j': 1024, 'k': 1024}","{'i': 1044}",300,805.86,799453,0.00266,96.49%,49698816,18.65,43.21,6960,3684,174,"(174, 8)","{kernel[]->space_time[0];kernel[]->array_part[174, 256, 16];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,805.82,799489,0.00266,95.39%,49939968,18.74,43.00,7040,3756,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 64];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,805.82,799489,0.00266,95.39%,49939968,18.74,43.00,7040,3756,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 64];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,805.82,799489,0.00266,95.39%,49939968,18.74,43.00,7040,3756,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 64];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,805.79,799519,0.00267,95.93%,49821696,18.69,43.10,7000,3705,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 16];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,805.79,799519,0.00267,95.93%,49821696,18.69,43.10,7000,3705,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 16];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1050, 'j': 1024, 'k': 1024}","{'i': 1050}",300,805.79,799519,0.00267,95.93%,49821696,18.69,43.10,7000,3705,175,"(175, 8)","{kernel[]->space_time[0];kernel[]->array_part[175, 256, 16];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,805.72,799585,0.00267,95.37%,49944576,18.74,43.00,7040,3726,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 16];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,805.72,799585,0.00267,95.37%,49944576,18.74,43.00,7040,3726,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 16];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1056, 'j': 1024, 'k': 1024}","{'i': 1056}",300,805.72,799585,0.00267,95.37%,49944576,18.74,43.00,7040,3726,176,"(176, 8)","{kernel[]->space_time[0];kernel[]->array_part[176, 256, 16];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1062, 'j': 1024, 'k': 1024}","{'i': 1062}",300,805.66,799651,0.00267,94.83%,50067456,18.78,42.89,7080,3747,177,"(177, 8)","{kernel[]->space_time[0];kernel[]->array_part[177, 256, 16];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1062, 'j': 1024, 'k': 1024}","{'i': 1062}",300,805.66,799651,0.00267,94.83%,50067456,18.78,42.89,7080,3747,177,"(177, 8)","{kernel[]->space_time[0];kernel[]->array_part[177, 256, 16];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1062, 'j': 1024, 'k': 1024}","{'i': 1062}",300,805.66,799651,0.00267,94.83%,50067456,18.78,42.89,7080,3747,177,"(177, 8)","{kernel[]->space_time[0];kernel[]->array_part[177, 256, 16];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,805.00,800305,0.00267,98.07%,49324800,18.49,43.54,6840,3711,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 128];kernel[]->latency[1, 64];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,805.00,800305,0.00267,98.07%,49324800,18.49,43.54,6840,3711,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 128];kernel[]->latency[1, 128];kernel[]->simd[8]}"
kernel0_2_1,latency,"{'i': 1026, 'j': 1024, 'k': 1024}","{'i': 1026}",300,805.00,800305,0.00267,98.07%,49324800,18.49,43.54,6840,3711,171,"(171, 8)","{kernel[]->space_time[0];kernel[]->array_part[171, 256, 128];kernel[]->latency[1, 256];kernel[]->simd[1, 8]}"
kernel0_2_1,latency,"{'i': 1032, 'j': 1024, 'k': 1024}","{'i': 1032}",300,804.92,800385,0.00267,97.50%,49447680,18.53,43.43,6880,3732,172,"(172, 8)","{kernel[]->space_time[0];kernel[]->array_part[172, 256, 128];kernel[]->latency[1, 64];kernel[]->simd[8]}"
